,type,team_0_crowns,opponent_0_crowns,team_0_cards_0_name,team_0_cards_1_name,team_0_cards_2_name,team_0_cards_3_name,team_0_cards_4_name,team_0_cards_5_name,team_0_cards_6_name,team_0_cards_7_name,team_0_cards_0_level,team_0_cards_1_level,team_0_cards_2_level,team_0_cards_3_level,team_0_cards_4_level,team_0_cards_5_level,team_0_cards_6_level,team_0_cards_7_level,team_0_cards_0_maxLevel,team_0_cards_1_maxLevel,team_0_cards_2_maxLevel,team_0_cards_3_maxLevel,team_0_cards_4_maxLevel,team_0_cards_5_maxLevel,team_0_cards_6_maxLevel,team_0_cards_7_maxLevel,opponent_0_cards_0_name,opponent_0_cards_1_name,opponent_0_cards_2_name,opponent_0_cards_3_name,opponent_0_cards_4_name,opponent_0_cards_5_name,opponent_0_cards_6_name,opponent_0_cards_7_name,opponent_0_cards_0_level,opponent_0_cards_1_level,opponent_0_cards_2_level,opponent_0_cards_3_level,opponent_0_cards_4_level,opponent_0_cards_5_level,opponent_0_cards_6_level,opponent_0_cards_7_level,opponent_0_cards_0_maxLevel,opponent_0_cards_1_maxLevel,opponent_0_cards_2_maxLevel,opponent_0_cards_3_maxLevel,opponent_0_cards_4_maxLevel,opponent_0_cards_5_maxLevel,opponent_0_cards_6_maxLevel,opponent_0_cards_7_maxLevel
9,pathOfLegend,0,1,Skeletons,Fire Spirit,Electro Spirit,Mini P.E.K.K.A,Archers,X-Bow,Elixir Collector,The Log,14,14,14,12,14,9,12,6,14,14,14,12,14,9,12,6,Electro Spirit,Flying Machine,Zappies,Royal Recruits,Fireball,Goblin Cage,Royal Hogs,Barbarian Barrel,14,12,12,14,12,12,12,9,14,12,12,14,12,12,12,9
10,pathOfLegend,1,0,Skeletons,Fire Spirit,Electro Spirit,Mini P.E.K.K.A,Archers,X-Bow,Elixir Collector,The Log,14,14,14,12,14,9,12,6,14,14,14,12,14,9,12,6,Giant Skeleton,Skeleton King,Graveyard,Barbarian Barrel,Zappies,Goblin Hut,Arrows,Phoenix,9,4,6,9,12,12,14,6,9,4,6,9,12,12,14,6
11,pathOfLegend,1,0,Skeletons,Fire Spirit,Electro Spirit,Mini P.E.K.K.A,Archers,X-Bow,Elixir Collector,The Log,14,14,14,12,14,9,12,6,14,14,14,12,14,9,12,6,Archers,The Log,Bomb Tower,Mighty Miner,Miner,Wall Breakers,Bats,Poison,14,6,12,4,6,9,14,9,14,6,12,4,6,9,14,9
12,pathOfLegend,1,0,Fireball,The Log,Knight,Tesla,Archers,Skeletons,Ice Spirit,X-Bow,12,6,14,14,14,14,14,9,12,6,14,14,14,14,14,9,Cannon,Fireball,Mighty Miner,Goblins,The Log,Wall Breakers,Goblin Drill,Archers,14,12,4,14,6,9,9,14,14,12,4,14,6,9,9,14
13,pathOfLegend,1,0,Fireball,The Log,Knight,Tesla,Archers,Skeletons,Ice Spirit,X-Bow,12,6,14,14,14,14,14,9,12,6,14,14,14,14,14,9,Lava Hound,Phoenix,Skeleton Dragons,Flying Machine,Skeleton King,Tombstone,Miner,Arrows,6,6,14,12,4,12,6,14,6,6,14,12,4,12,6,14
14,pathOfLegend,0,1,Fireball,The Log,Knight,Tesla,Archers,Skeletons,Ice Spirit,X-Bow,12,6,14,14,14,14,14,9,12,6,14,14,14,14,14,9,Electro Giant,Fire Spirit,Tornado,Phoenix,Barbarian Barrel,Cannon,Golden Knight,Lightning,9,14,9,6,9,14,4,9,9,14,9,6,9,14,4,9
15,pathOfLegend,1,0,Fireball,The Log,Knight,Tesla,Archers,Skeletons,Ice Spirit,X-Bow,12,6,14,14,14,14,14,9,12,6,14,14,14,14,14,9,Goblin Cage,Mega Knight,Zappies,Arrows,Dart Goblin,Goblin Gang,Skeleton Barrel,Miner,12,6,12,14,12,14,14,6,12,6,12,14,12,14,14,6
16,pathOfLegend,0,1,Fireball,The Log,Knight,Tesla,Archers,Skeletons,Ice Spirit,X-Bow,12,6,14,14,14,14,14,9,12,6,14,14,14,14,14,9,Barbarian Barrel,Bomber,Cannon,Phoenix,Golden Knight,Electro Giant,Tornado,Lightning,9,14,14,6,4,9,9,9,9,14,14,6,4,9,9,9
17,pathOfLegend,0,0,Fireball,The Log,Knight,Tesla,Archers,Skeletons,Ice Spirit,X-Bow,12,6,14,14,14,14,14,9,12,6,14,14,14,14,14,9,Dart Goblin,Skeleton Army,Goblin Barrel,The Log,Inferno Tower,Royal Delivery,Skeleton Barrel,Golden Knight,12,9,9,6,12,14,14,4,12,9,9,6,12,14,14,4
18,pathOfLegend,1,0,Fireball,The Log,Knight,Tesla,Archers,Skeletons,Ice Spirit,X-Bow,12,6,14,14,14,14,14,9,12,6,14,14,14,14,14,9,Golden Knight,Zappies,Archers,Barbarian Barrel,Fireball,Goblin Cage,Royal Recruits,Royal Hogs,4,12,14,9,12,12,14,12,4,12,14,9,12,12,14,12
19,pathOfLegend,1,0,Fireball,The Log,Knight,Tesla,Archers,Skeletons,Ice Spirit,X-Bow,12,6,14,14,14,14,14,9,12,6,14,14,14,14,14,9,X-Bow,Knight,Archers,Electro Spirit,Skeletons,Tesla,The Log,Fireball,9,14,14,14,14,14,6,12,9,14,14,14,14,14,6,12
20,pathOfLegend,1,0,Fireball,The Log,Knight,Tesla,Archers,Skeletons,Ice Spirit,X-Bow,12,6,14,14,14,14,14,9,12,6,14,14,14,14,14,9,Fisherman,Royal Giant,Giant Skeleton,Zappies,Fireball,Electro Spirit,Barbarian Barrel,Archer Queen,6,14,9,12,12,14,9,4,6,14,9,12,12,14,9,4
21,pathOfLegend,0,1,Fireball,The Log,Knight,Tesla,Archers,Skeletons,Ice Spirit,X-Bow,12,6,14,14,14,14,14,9,12,6,14,14,14,14,14,9,P.E.K.K.A,Magic Archer,Royal Ghost,Battle Ram,Bandit,Zap,Fireball,Electro Wizard,9,6,6,12,6,14,12,6,9,6,6,12,6,14,12,6
22,pathOfLegend,0,1,Hog Rider,The Log,Knight,Tornado,Executioner,Skeletons,Poison,Ice Spirit,12,6,14,9,9,14,9,14,12,6,14,9,9,14,9,14,Miner,Musketeer,The Log,Skeletons,Mortar,Fireball,Ice Spirit,Mighty Miner,6,12,6,14,14,12,14,4,6,12,6,14,14,12,14,4
23,pathOfLegend,0,1,Fireball,The Log,Giant Skeleton,Cannon,Guards,Fire Spirit,Archer Queen,Goblin Drill,12,6,9,14,9,14,4,9,12,6,9,14,9,14,4,9,Cannon Cart,Skeleton King,Tombstone,Archers,Graveyard,Giant Snowball,Arrows,Phoenix,9,4,12,14,6,14,14,6,9,4,12,14,6,14,14,6
24,pathOfLegend,0,1,Baby Dragon,Tornado,Earthquake,Dark Prince,Electro Giant,Barbarian Barrel,Ice Wizard,Goblin Cage,9,9,12,9,9,9,6,12,9,9,12,9,9,9,6,12,Electro Spirit,The Log,X-Bow,Skeletons,Tesla,Archers,Fireball,Ice Golem,14,6,9,14,14,14,12,12,14,6,9,14,14,14,12,12
12,pathOfLegend,1,0,Electro Giant,Phoenix,Golden Knight,Cannon,Barbarian Barrel,Mirror,Tornado,Earthquake,9,6,4,14,9,9,8,12,9,6,4,14,9,9,9,12,Archers,The Log,X-Bow,Knight,Skeletons,Tesla,Electro Spirit,Fireball,14,6,9,14,14,14,14,12,14,6,9,14,14,14,14,12
13,pathOfLegend,1,0,Electro Giant,Phoenix,Golden Knight,Cannon,Barbarian Barrel,Mirror,Tornado,Earthquake,9,6,4,14,9,9,8,12,9,6,4,14,9,9,9,12,Golem,Night Witch,Baby Dragon,Electro Dragon,Lumberjack,Mini P.E.K.K.A,Elite Barbarians,Tornado,9,6,9,9,6,12,14,9,9,6,9,9,6,12,14,9
14,pathOfLegend,0,1,Electro Giant,Golden Knight,Tornado,Barbarian Barrel,Inferno Dragon,Lightning,Cannon,Fire Spirit,9,4,8,9,6,9,14,14,9,4,9,9,6,9,14,14,Electro Giant,Bomber,Tornado,Phoenix,Barbarian Barrel,Cannon,Golden Knight,Lightning,9,14,9,6,9,14,4,9,9,14,9,6,9,14,4,9
15,pathOfLegend,0,1,Electro Giant,Golden Knight,Tornado,Barbarian Barrel,Inferno Dragon,Lightning,Cannon,Fire Spirit,9,4,8,9,6,9,14,14,9,4,9,9,6,9,14,14,Hog Rider,Mini P.E.K.K.A,Archers,Earthquake,Royal Delivery,Ice Golem,Giant Snowball,Inferno Tower,12,12,14,12,14,12,14,12,12,12,14,12,14,12,14,12
16,pathOfLegend,1,2,Electro Giant,Golden Knight,Tornado,Barbarian Barrel,Inferno Dragon,Lightning,Cannon,Fire Spirit,9,4,8,9,6,9,14,14,9,4,9,9,6,9,14,14,Goblin Giant,Prince,Dark Prince,Fireball,Archers,Spear Goblins,Bats,Zap,9,9,9,12,14,14,14,14,9,9,9,12,14,14,14,14
17,pathOfLegend,0,1,Electro Giant,Golden Knight,Tornado,Barbarian Barrel,Inferno Dragon,Lightning,Cannon,Fire Spirit,9,4,8,9,6,9,14,14,9,4,9,9,6,9,14,14,Cannon,Fireball,Mighty Miner,Goblins,The Log,Wall Breakers,Goblin Drill,Archers,14,12,4,14,6,9,9,14,14,12,4,14,6,9,9,14
18,pathOfLegend,1,0,Electro Giant,Golden Knight,Tornado,Barbarian Barrel,Phoenix,Lightning,Cannon,Fire Spirit,9,4,8,9,6,9,14,14,9,4,9,9,6,9,14,14,Hog Rider,Guards,Ice Spirit,Lightning,Valkyrie,Tornado,Executioner,The Log,12,9,14,9,12,9,9,6,12,9,14,9,12,9,9,6
19,pathOfLegend,0,3,Electro Giant,Phoenix,Golden Knight,Cannon,Barbarian Barrel,Mirror,Tornado,Earthquake,9,6,4,14,9,9,8,12,9,6,4,14,9,9,9,12,Mirror,Goblin Giant,Zap,Electro Wizard,Rage,Heal Spirit,Mini P.E.K.K.A,Sparky,9,9,14,6,9,12,12,6,9,9,14,6,9,12,12,6
20,pathOfLegend,1,2,Electro Giant,Phoenix,Golden Knight,Cannon,Barbarian Barrel,Mirror,Tornado,Earthquake,9,6,4,14,9,9,8,12,9,6,4,14,9,9,9,12,P.E.K.K.A,Zap,Electro Wizard,Bandit,Minions,Arrows,Royal Ghost,Battle Ram,9,14,6,6,14,14,6,12,9,14,6,6,14,14,6,12
21,pathOfLegend,0,1,Bats,Spear Goblins,Wall Breakers,The Log,Knight,Miner,Poison,Bomb Tower,14,14,9,6,14,6,9,12,14,14,9,6,14,6,9,12,Mortar,Miner,Bats,Rascals,Goblin Gang,Spear Goblins,Barbarian Barrel,Fireball,14,6,14,14,14,14,9,12,14,6,14,14,14,14,9,12
22,pathOfLegend,0,1,Bats,Spear Goblins,Wall Breakers,The Log,Knight,Miner,Poison,Bomb Tower,14,14,9,6,14,6,9,12,14,14,9,6,14,6,9,12,Barbarian Barrel,Archers,Cannon,Electro Giant,Golden Knight,Lightning,Phoenix,Tornado,9,14,14,9,4,9,6,9,9,14,14,9,4,9,6,9
23,pathOfLegend,0,1,Bats,Spear Goblins,Wall Breakers,The Log,Knight,Miner,Poison,Bomb Tower,14,14,9,6,14,6,9,12,14,14,9,6,14,6,9,12,Monk,Hog Rider,Goblins,Archers,Ice Spirit,Bomb Tower,The Log,Earthquake,4,12,14,14,14,12,6,12,4,12,14,14,14,12,6,12
24,pathOfLegend,1,0,Bats,Spear Goblins,Wall Breakers,The Log,Knight,Miner,Poison,Bomb Tower,14,14,9,6,14,6,9,12,14,14,9,6,14,6,9,12,Hunter,Barbarians,Firecracker,Heal Spirit,Fireball,The Log,Skeletons,Royal Hogs,9,14,14,12,12,6,14,12,9,14,14,12,12,6,14,12
0,pathOfLegend,1,0,Giant Snowball,Fireball,Goblins,Archers,Ice Spirit,Mighty Miner,Goblin Drill,Cannon,14,12,14,14,14,4,9,14,14,12,14,14,14,4,9,14,Golden Knight,Barbarian Barrel,Fire Spirit,Phoenix,Electro Giant,Lightning,Cannon,Tornado,4,9,14,6,9,9,14,9,4,9,14,6,9,9,14,9
1,pathOfLegend,1,0,Giant Snowball,Fireball,Goblins,Archers,Ice Spirit,Mighty Miner,Goblin Drill,Cannon,14,12,14,14,14,4,9,14,14,12,14,14,14,4,9,14,Knight,Skeletons,Ice Spirit,Archers,Fireball,X-Bow,Tesla,The Log,14,14,14,14,12,9,14,6,14,14,14,14,12,9,14,6
2,pathOfLegend,1,0,The Log,Fireball,Goblins,Archers,Ice Spirit,Mighty Miner,Goblin Drill,Cannon,6,12,14,14,14,4,9,14,6,12,14,14,14,4,9,14,Electro Dragon,Tornado,Phoenix,Lumberjack,Mirror,Elixir Collector,Elite Barbarians,Golem,9,9,6,6,9,12,14,9,9,9,6,6,9,12,14,9
3,pathOfLegend,0,1,The Log,Fireball,Goblins,Archers,Ice Spirit,Mighty Miner,Goblin Drill,Cannon,6,12,14,14,14,4,9,14,6,12,14,14,14,4,9,14,Royal Hogs,Skeleton Army,Arrows,Inferno Dragon,Zap,Balloon,Barbarians,Ice Wizard,12,9,14,6,14,9,14,6,12,9,14,6,14,9,14,6
4,pathOfLegend,0,2,Spear Goblins,Mighty Miner,Miner,Minions,Giant Snowball,Poison,Bomb Tower,Wall Breakers,14,4,6,14,14,9,12,9,14,4,6,14,14,9,12,9,Golem,Night Witch,Lumberjack,Phoenix,Bomber,Zap,Arrows,Elite Barbarians,9,6,6,6,14,14,14,14,9,6,6,6,14,14,14,14
5,pathOfLegend,0,1,Spear Goblins,Mighty Miner,Miner,Minions,Giant Snowball,Poison,Bomb Tower,Wall Breakers,14,4,6,14,14,9,12,9,14,4,6,14,14,9,12,9,Giant,Bats,Mini P.E.K.K.A,Archers,Sparky,Zap,Arrows,Skeleton Army,12,14,12,14,6,14,14,9,12,14,12,14,6,14,14,9
6,pathOfLegend,1,0,Spear Goblins,Mighty Miner,Miner,Minions,Giant Snowball,Poison,Bomb Tower,Wall Breakers,14,4,6,14,14,9,12,9,14,4,6,14,14,9,12,9,Royal Giant,Fisherman,The Log,Fireball,Phoenix,Monk,Mother Witch,Goblins,14,6,6,12,6,4,6,14,14,6,6,12,6,4,6,14
7,pathOfLegend,0,1,Spear Goblins,Mighty Miner,Miner,Minions,Giant Snowball,Poison,Bomb Tower,Wall Breakers,14,4,6,14,14,9,12,9,14,4,6,14,14,9,12,9,Mega Knight,Bats,Wall Breakers,Zap,Archer Queen,Arrows,Prince,Bandit,6,14,9,14,4,14,9,6,6,14,9,14,4,14,9,6
8,pathOfLegend,1,0,Bomb Tower,Fireball,Mighty Miner,Goblins,Giant Snowball,Wall Breakers,Goblin Drill,Archers,12,12,4,14,14,9,9,14,12,12,4,14,14,9,9,14,Freeze,Skeletons,Hunter,Royal Ghost,Royal Hogs,Three Musketeers,The Log,Ice Golem,9,14,9,6,12,12,6,12,9,14,9,6,12,12,6,12
9,pathOfLegend,0,1,Bomb Tower,Fireball,Mighty Miner,Goblins,Giant Snowball,Wall Breakers,Goblin Drill,Archers,12,12,4,14,14,9,9,14,12,12,4,14,14,9,9,14,Mega Knight,Bats,Wall Breakers,Zap,Archer Queen,Arrows,Prince,Bandit,6,14,9,14,4,14,9,6,6,14,9,14,4,14,9,6
10,pathOfLegend,1,0,Bomb Tower,Fireball,Mighty Miner,Goblins,Giant Snowball,Wall Breakers,Goblin Drill,Archers,12,12,4,14,14,9,9,14,12,12,4,14,14,9,9,14,Mortar,The Log,Goblins,Mighty Miner,Ice Spirit,Goblin Barrel,Fireball,Archers,14,6,14,4,14,9,12,14,14,6,14,4,14,9,12,14
11,pathOfLegend,1,0,Bomb Tower,Fireball,Mighty Miner,Goblins,Giant Snowball,Wall Breakers,Goblin Drill,Archers,12,12,4,14,14,9,9,14,12,12,4,14,14,9,9,14,Knight,Hog Rider,Giant Snowball,Skeletons,Bomb Tower,Archers,The Log,Earthquake,14,12,14,14,12,14,6,12,14,12,14,14,12,14,6,12
12,pathOfLegend,1,0,Bomb Tower,Fireball,Mighty Miner,Goblins,Giant Snowball,Wall Breakers,Goblin Drill,Archers,12,12,4,14,14,9,9,14,12,12,4,14,14,9,9,14,Zappies,Fireball,Royal Giant,Archers,Monk,The Log,Phoenix,Fisherman,12,12,14,14,4,6,6,6,12,12,14,14,4,6,6,6
13,pathOfLegend,0,1,Bomb Tower,Fireball,Mighty Miner,Goblins,Giant Snowball,Wall Breakers,Goblin Drill,Archers,12,12,4,14,14,9,9,14,12,12,4,14,14,9,9,14,Hunter,Bats,Balloon,Goblins,Giant Snowball,Giant Skeleton,Fisherman,Miner,9,14,9,14,14,9,6,6,9,14,9,14,14,9,6,6
14,pathOfLegend,0,1,Bomb Tower,Fireball,Mighty Miner,Goblins,Giant Snowball,Wall Breakers,Goblin Drill,Archers,12,12,4,14,14,9,9,14,12,12,4,14,14,9,9,14,Barbarian Barrel,Fire Spirit,Cannon,Electro Giant,Golden Knight,Lightning,Phoenix,Tornado,9,14,14,9,4,9,6,9,9,14,14,9,4,9,6,9
15,pathOfLegend,1,2,Bomb Tower,Fireball,Mighty Miner,Goblins,Giant Snowball,Wall Breakers,Goblin Drill,Archers,12,12,4,14,14,9,9,14,12,12,4,14,14,9,9,14,Lava Hound,Balloon,Bomber,Skeleton Army,Minions,Fireball,Giant Snowball,Inferno Dragon,6,9,14,9,14,12,14,6,6,9,14,9,14,12,14,6
16,pathOfLegend,0,1,Bomb Tower,Fireball,Mighty Miner,Goblins,Giant Snowball,Wall Breakers,Goblin Drill,Archers,12,12,4,14,14,9,9,14,12,12,4,14,14,9,9,14,The Log,Magic Archer,Goblins,Bomb Tower,Valkyrie,Tornado,Miner,Wall Breakers,6,6,14,12,12,9,6,9,6,6,14,12,12,9,6,9
17,pathOfLegend,0,1,Bomb Tower,Fireball,Mighty Miner,Goblins,Giant Snowball,Wall Breakers,Goblin Drill,Archers,12,12,4,14,14,9,9,14,12,12,4,14,14,9,9,14,Skeleton King,Fisherman,Giant Snowball,Arrows,Zappies,Giant Skeleton,Minions,Graveyard,4,6,14,14,12,9,14,6,4,6,14,14,12,9,14,6
18,pathOfLegend,0,1,Bomb Tower,Fireball,Mighty Miner,Goblins,Giant Snowball,Wall Breakers,Goblin Drill,Archers,12,12,4,14,14,9,9,14,12,12,4,14,14,9,9,14,Mega Knight,Inferno Dragon,Miner,Skeleton Barrel,Goblins,Archers,Bats,Zap,6,6,6,14,14,14,14,14,6,6,6,14,14,14,14,14
19,pathOfLegend,0,1,Bomb Tower,Poison,Mighty Miner,Goblins,Giant Snowball,Wall Breakers,Goblin Drill,Archers,12,9,4,14,14,9,9,14,12,9,4,14,14,9,9,14,Valkyrie,The Log,Miner,Goblins,Archer Queen,Ice Spirit,Poison,Mortar,12,6,6,14,4,14,9,14,12,6,6,14,4,14,9,14
20,pathOfLegend,0,3,Bomb Tower,Fireball,Mighty Miner,Goblins,Giant Snowball,Wall Breakers,Goblin Drill,Archers,12,12,4,14,14,9,9,14,12,12,4,14,14,9,9,14,Arrows,Zap,Graveyard,Skeleton King,Golem,Inferno Dragon,Night Witch,Skeleton Army,14,14,6,4,9,6,6,9,14,14,6,4,9,6,6,9
21,pathOfLegend,1,0,Bomb Tower,Fireball,Mighty Miner,Goblins,Giant Snowball,Wall Breakers,Goblin Drill,Archers,12,12,4,14,14,9,9,14,12,12,4,14,14,9,9,14,Skeleton King,Goblin Drill,Wall Breakers,Dart Goblin,Skeleton Army,Tornado,Fireball,Inferno Tower,4,9,9,12,9,9,12,12,4,9,9,12,9,9,12,12
22,pathOfLegend,1,0,Bomb Tower,Fireball,Mighty Miner,Goblins,Giant Snowball,Wall Breakers,Goblin Drill,Archers,12,12,4,14,14,9,9,14,12,12,4,14,14,9,9,14,Lava Hound,Miner,Phoenix,Flying Machine,Barbarians,Tombstone,Skeleton Dragons,Arrows,6,6,6,12,14,12,14,14,6,6,6,12,14,12,14,14
23,pathOfLegend,2,0,Bomb Tower,Fireball,Mighty Miner,Goblins,Giant Snowball,Wall Breakers,Goblin Drill,Archers,12,12,4,14,14,9,9,14,12,12,4,14,14,9,9,14,Lava Hound,Inferno Dragon,Baby Dragon,Miner,Night Witch,Barbarians,Zap,Fireball,6,6,9,6,6,14,14,12,6,6,9,6,6,14,14,12
24,pathOfLegend,0,1,Bomb Tower,Fireball,Mighty Miner,Goblins,Giant Snowball,Wall Breakers,Goblin Drill,Archers,12,12,4,14,14,9,9,14,12,12,4,14,14,9,9,14,Spear Goblins,Minions,Mini P.E.K.K.A,Arrows,Goblin Drill,Baby Dragon,Dark Prince,Balloon,14,14,12,14,9,9,9,9,14,14,12,14,9,9,9,9
0,pathOfLegend,1,0,Goblins,Archers,The Log,Monk,Fire Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,Skeleton King,Ice Wizard,Phoenix,Graveyard,Tornado,Barbarian Barrel,Tombstone,Poison,4,6,6,6,9,9,12,9,4,6,6,6,9,9,12,9
1,pathOfLegend,1,0,Goblins,Archers,The Log,Monk,Fire Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,The Log,Skeletons,Archer Queen,Earthquake,Hog Rider,Giant Skeleton,Ice Spirit,Cannon,6,14,4,12,12,9,14,14,6,14,4,12,12,9,14,14
2,pathOfLegend,1,0,Goblins,Archers,The Log,Monk,Fire Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,Cannon Cart,Executioner,Tornado,Goblin Drill,Barbarian Barrel,Golden Knight,Zappies,Royal Ghost,9,9,9,9,9,4,12,6,9,9,9,9,9,4,12,6
3,pathOfLegend,1,0,Goblins,Archers,The Log,Monk,Fire Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,The Log,Fireball,Goblins,Archers,Ice Spirit,Mighty Miner,Goblin Drill,Cannon,6,12,14,14,14,4,9,14,6,12,14,14,14,4,9,14
4,pathOfLegend,1,0,Goblins,Archers,The Log,Monk,Fire Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,Mighty Miner,Arrows,Barbarian Barrel,Phoenix,Graveyard,Archers,Freeze,Tombstone,4,14,9,6,6,14,9,12,4,14,9,6,6,14,9,12
5,pathOfLegend,0,1,Goblins,Archers,The Log,Monk,Fire Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,Rage,Archers,Phoenix,Bomb Tower,Balloon,Miner,Giant Skeleton,Goblins,9,14,6,12,9,6,9,14,9,14,6,12,9,6,9,14
6,pathOfLegend,0,1,Goblins,Archers,The Log,Monk,Fire Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,Goblin Drill,Tornado,Golden Knight,Executioner,Electro Wizard,Giant Skeleton,Barbarian Barrel,Cannon Cart,9,9,4,9,6,9,9,9,9,9,4,9,6,9,9,9
7,pathOfLegend,0,3,Goblins,Archers,The Log,Monk,Fire Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,Barbarians,Freeze,Balloon,Minion Horde,Lava Hound,Skeleton Dragons,Minions,Arrows,14,9,9,14,6,14,14,14,14,9,9,14,6,14,14,14
8,pathOfLegend,0,1,Goblins,Archers,The Log,Monk,Fire Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,Cannon,Fireball,Mighty Miner,Goblins,The Log,Wall Breakers,Goblin Drill,Archers,14,12,4,14,6,9,9,14,14,12,4,14,6,9,9,14
9,pathOfLegend,0,1,Goblins,Archers,The Log,Monk,Fire Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,Mortar,Miner,Bats,Skeleton Army,Minion Horde,Archers,Skeleton King,Arrows,14,6,14,9,14,14,4,14,14,6,14,9,14,14,4,14
11,pathOfLegend,1,0,Goblins,Archers,The Log,Monk,Fire Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,Goblins,Wall Breakers,Skeleton Barrel,Goblin Gang,Dart Goblin,Royal Recruits,Mighty Miner,Fireball,14,9,14,14,12,14,4,12,14,9,14,14,12,14,4,12
12,pathOfLegend,1,0,Goblins,Archers,The Log,Monk,Fire Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,Mighty Miner,Arrows,Barbarian Barrel,Phoenix,Graveyard,Archers,Freeze,Tombstone,4,14,9,6,6,14,9,12,4,14,9,6,6,14,9,12
13,pathOfLegend,1,0,Goblins,Archers,The Log,Monk,Fire Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,Royal Hogs,Barbarian Hut,Archers,Barbarian Barrel,Royal Recruits,Golden Knight,Dart Goblin,Fireball,12,12,14,9,14,4,12,12,12,12,14,9,14,4,12,12
14,pathOfLegend,0,1,Goblins,Archers,The Log,Monk,Ice Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,Cannon,Fireball,Mighty Miner,Goblins,Ice Spirit,Wall Breakers,Goblin Drill,Archers,14,12,4,14,14,9,9,14,14,12,4,14,14,9,9,14
15,pathOfLegend,0,1,Goblins,Archers,The Log,Monk,Ice Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,Mighty Miner,Spear Goblins,Wall Breakers,Miner,The Log,Bomb Tower,Poison,Bats,4,14,9,6,6,12,9,14,4,14,9,6,6,12,9,14
16,pathOfLegend,1,0,Goblins,Archers,The Log,Monk,Ice Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,Ice Spirit,The Log,Hog Rider,Fireball,Skeletons,Cannon,Musketeer,Ice Golem,14,6,12,12,14,14,12,12,14,6,12,12,14,14,12,12
17,pathOfLegend,1,0,Goblins,Archers,The Log,Monk,Ice Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,Tornado,Lightning,Electro Giant,Archers,Cannon,Barbarian Barrel,Golden Knight,Phoenix,9,9,9,14,14,9,4,6,9,9,9,14,14,9,4,6
18,pathOfLegend,0,1,Goblins,Archers,The Log,Monk,Ice Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,Ram Rider,Monk,Lumberjack,Phoenix,Magic Archer,Fireball,Skeletons,Barbarian Barrel,6,4,6,6,6,12,14,9,6,4,6,6,6,12,14,9
21,pathOfLegend,1,0,Goblins,Archers,The Log,Monk,Ice Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,Knight,Ice Spirit,The Log,Archers,Skeletons,Rocket,Tornado,Mortar,14,14,6,14,14,12,9,14,14,14,6,14,14,12,9,14
22,pathOfLegend,1,0,Goblins,Archers,The Log,Monk,Ice Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,Fireball,Ice Golem,Hog Rider,Ice Spirit,The Log,Musketeer,Skeletons,Cannon,12,12,12,14,6,12,14,14,12,12,12,14,6,12,14,14
23,pathOfLegend,0,1,Goblins,Archers,The Log,Monk,Ice Spirit,Hog Rider,Bomb Tower,Earthquake,14,14,6,4,14,12,12,12,14,14,6,4,14,12,12,12,Royal Recruits,Electro Spirit,Royal Hogs,Flying Machine,Arrows,Zappies,Barbarian Barrel,Barbarian Hut,14,14,12,12,14,12,9,12,14,14,12,12,14,12,9,12
